,IQ,CGPA,Academic_Performance,Communication_Skills,Projects_Completed,Placement
8906,111,10.37,1,1,3,1
9811,89,5.96,4,5,1,0
6724,92,5.45,2,6,0,0
8029,101,8.01,7,10,1,0
8052,93,9.28,10,9,3,1
855,91,8.88,3,7,0,0
3926,114,7.77,1,1,0,0
8547,117,5.43,4,9,3,1
78,101,5.85,9,6,4,0
7088,100,6.55,5,4,3,0
2247,80,5.58,10,9,3,0
8263,98,7.88,8,2,1,0
4026,88,8.58,3,5,5,0
9949,119,5.42,5,2,5,0
9571,91,6.11,8,1,4,0
9295,85,8.12,6,1,1,0
714,99,9.09,3,10,2,1
7451,107,6.46,9,9,5,0
788,98,5.3,2,3,3,0
2279,106,7.64,5,7,0,0
4095,84,8.02,10,5,5,0
3897,110,9.85,6,3,5,0
7944,106,9.25,3,4,0,0
7177,85,5.05,6,3,3,0
9076,94,6.13,1,8,3,0
9452,90,9.51,2,4,0,0
3631,90,8.25,6,1,1,0
8624,115,7.12,3,5,0,0
7297,84,4.98,6,8,5,0
6272,98,8.01,2,7,3,0
424,109,5.81,5,9,0,0
392,80,9.0,3,6,0,0
3191,110,7.82,6,3,4,0
16,84,7.54,6,10,0,0
6335,101,5.09,2,4,4,0
4200,103,6.16,10,5,5,0
2672,103,8.45,2,10,5,1
2444,92,9.37,4,1,5,0
6697,116,6.47,8,10,3,1
6164,123,6.06,1,8,2,1
2601,109,5.52,4,8,3,0
3493,91,7.87,1,2,0,0
6044,101,10.07,3,9,3,1
1459,110,5.09,2,4,3,0
3804,86,6.29,1,3,4,0
9845,96,9.04,4,7,5,0
7394,100,8.92,2,9,0,0
4839,90,8.08,7,1,1,0
8111,71,9.47,10,4,4,0
3835,94,7.14,3,6,0,0
9313,98,6.98,4,9,3,0
5683,100,9.59,9,6,3,0
8748,70,5.05,2,5,4,0
5827,100,9.69,8,10,0,0
9748,89,10.05,4,7,1,0
4724,98,9.73,9,1,0,0
8759,121,5.85,8,6,5,0
5887,87,9.84,10,7,5,0
2355,103,8.81,6,7,1,0
6036,112,4.94,10,1,2,0
4798,69,6.72,1,4,2,0
2442,80,8.96,10,9,4,1
8645,70,7.79,1,6,1,0
4592,108,8.71,1,7,0,0
8772,88,7.02,8,7,3,0
464,98,7.7,4,3,3,0
163,87,5.77,1,10,3,0
9261,122,6.0,6,3,0,0
9433,90,9.2,1,5,3,0
8405,64,5.43,5,1,0,0
9777,102,5.92,7,8,3,0
9478,101,6.94,2,5,5,0
7380,113,7.66,3,1,2,0
6636,105,8.54,2,2,1,0
241,98,9.02,6,3,1,0
2009,114,9.02,9,8,2,1
6356,132,6.97,3,7,2,0
3084,97,7.01,5,10,5,0
6208,99,5.53,9,8,1,0
900,105,9.95,6,1,2,0
5542,118,6.23,10,4,1,0
6007,76,7.53,2,8,0,0
7638,121,6.7,4,1,2,0
6793,90,8.47,8,2,4,0
8869,79,5.49,4,3,2,0
7758,78,8.03,2,5,0,0
4837,88,8.3,2,6,5,0
2293,87,8.97,1,3,3,0
6548,105,9.17,4,1,4,0
7898,79,8.86,4,5,1,0
7977,110,8.91,10,6,3,0
4481,104,5.8,6,9,2,0
5302,112,5.27,9,10,1,0
4605,96,6.32,5,3,2,0
3716,148,9.08,1,8,3,1
9071,92,5.79,9,7,4,0
6140,92,5.77,1,5,4,0
1764,96,4.77,10,3,3,0
6598,73,5.46,5,10,4,0
1549,118,5.45,3,2,4,0
3029,100,8.58,6,5,0,0
8653,97,6.22,5,2,5,0
6298,94,5.23,3,2,3,0
6662,112,5.6,8,7,0,0
6626,105,9.29,10,6,1,0
2044,87,7.81,7,8,5,0
767,126,9.97,1,3,3,1
5693,84,8.29,5,2,1,0
7870,122,5.23,3,6,0,0
7795,117,5.32,3,9,0,0
1508,101,6.7,5,3,1,0
7230,84,9.69,9,1,2,0
7857,86,5.47,3,6,2,0
3302,103,9.34,3,6,2,0
4517,105,6.1,1,6,4,0
4219,72,7.9,6,2,1,0
9078,84,6.38,8,5,0,0
9940,91,7.97,1,4,2,0
3292,119,8.12,10,7,4,1
819,115,8.27,3,10,3,1
1403,110,5.49,6,8,4,0
1382,132,7.93,4,3,4,0
2148,98,7.33,1,3,3,0
6928,98,9.62,1,2,2,0
5671,100,7.62,7,4,2,0
1638,130,5.32,5,10,1,0
5891,110,9.2,5,4,3,0
7427,82,8.3,4,9,2,1
608,73,7.39,10,2,4,0
6907,94,6.13,1,3,2,0
399,118,7.36,6,4,5,0
7247,100,9.05,10,5,1,0
6406,98,7.26,10,10,4,0
882,92,7.09,7,8,2,0
3565,100,6.87,10,6,5,0
4285,103,9.57,9,9,5,1
1179,83,7.59,6,1,3,0
5448,104,6.89,5,3,2,0
4244,100,9.78,1,2,4,0
5218,92,6.16,2,9,2,0
3976,107,7.1,10,7,1,0
2130,106,7.2,3,2,1,0
5078,105,9.58,8,9,3,1
456,98,5.03,6,6,4,0
5582,124,5.53,3,8,3,1
5175,127,6.92,3,2,2,0
1950,73,8.73,9,10,5,1
5372,83,7.26,9,9,3,0
689,106,9.49,2,1,5,0
8852,75,5.37,10,5,0,0
6525,104,6.66,2,10,3,0
9821,105,9.26,1,6,0,0
6488,106,6.27,1,4,5,0
6921,90,9.24,2,4,0,0
1953,90,7.04,3,9,3,0
7634,127,7.99,4,10,5,1
5636,131,7.43,8,7,3,0
7154,94,9.47,2,5,0,0
8424,109,6.12,3,5,0,0
6610,110,5.38,10,10,4,0
2710,87,9.34,4,3,2,0
8730,93,8.91,5,9,4,1
3201,106,7.17,9,2,2,0
4349,91,5.93,7,4,5,0
4138,113,6.87,7,4,3,0
1884,99,8.95,6,8,0,0
8639,90,5.56,6,7,0,0
4485,76,8.14,9,3,2,0
2494,81,7.15,3,7,4,0
5947,117,7.61,7,2,3,0
3036,94,5.95,10,1,5,0
5777,94,5.6,9,10,4,0
3603,100,8.26,10,6,0,0
845,107,8.36,1,8,3,1
542,107,8.03,7,2,5,0
3724,90,8.0,7,5,4,0
4187,89,9.83,3,2,0,0
3679,98,5.49,10,9,4,0
8899,109,6.22,10,8,4,0
7967,94,7.36,3,1,2,0
8485,111,8.18,4,9,2,1
6075,88,10.37,5,2,5,0
7340,91,8.74,9,5,5,0
8225,92,9.57,9,9,4,1
7246,98,5.58,3,10,2,0
9710,84,9.39,6,10,2,1
8290,98,6.75,1,1,2,0
7137,90,9.21,2,8,0,0
2964,118,9.83,6,8,4,1
7559,96,5.56,6,1,5,0
2529,83,9.41,7,9,3,1
7284,118,7.87,7,2,2,0
5772,110,7.44,5,6,2,0
1048,122,8.06,4,4,2,1
7045,91,5.12,1,8,4,0
1960,99,8.72,4,10,2,1
2530,107,6.32,5,5,3,0
9048,97,6.35,4,4,2,0
7603,87,8.99,6,1,4,0
6524,116,7.67,8,5,3,0
237,102,8.29,2,1,3,0
4917,94,6.52,8,4,0,0
6479,104,9.88,8,2,1,0
1133,106,4.95,4,2,5,0
6976,104,8.2,4,8,1,0
5901,62,7.16,10,10,5,0
9057,98,7.91,3,7,3,0
4259,86,6.02,2,4,2,0
8840,89,8.69,2,8,3,1
6965,108,7.65,4,9,5,0
9979,73,5.76,9,2,4,0
792,104,10.18,2,4,5,0
1985,107,8.61,8,4,2,0
5656,115,6.77,6,7,4,0
8739,77,8.79,6,9,0,0
7935,112,8.32,4,6,5,1
6097,101,8.62,10,2,4,0
5907,56,8.81,4,9,4,1
7373,71,8.34,6,8,1,0
8128,97,9.33,4,1,4,0
2978,108,9.49,10,1,0,0
8861,102,8.66,7,1,4,0
9301,112,8.37,10,8,5,1
6721,116,7.68,1,1,5,0
7842,109,5.67,2,4,2,0
5524,87,6.62,5,10,1,0
8721,102,6.54,4,4,1,0
8431,98,7.77,4,5,3,0
9008,104,5.29,8,10,2,0
8603,106,5.75,7,7,5,0
7174,120,8.88,8,1,2,1
3919,99,6.67,1,5,1,0
3138,107,6.2,10,5,1,0
9416,126,6.13,7,1,4,0
9933,89,10.05,9,1,0,0
5789,101,7.84,4,9,3,0
4073,97,9.04,5,4,3,0
3287,96,8.81,10,4,4,0
3229,99,9.82,6,6,2,0
1826,83,8.27,3,8,1,0
5548,92,7.78,10,6,4,0
593,105,6.24,6,2,2,0
2725,100,9.5,3,8,5,1
4137,105,10.3,9,2,4,0
560,104,5.19,6,7,3,0
7406,94,8.97,4,1,2,0
8806,86,7.44,10,1,2,0
8386,124,7.54,7,4,2,0
243,112,9.68,3,8,0,1
7268,102,8.99,6,4,1,0
5435,90,5.44,6,9,0,0
4437,95,8.83,8,5,4,0
9684,88,9.73,5,3,3,0
8106,99,9.17,1,1,2,0
405,109,7.98,4,9,3,0
1442,102,9.4,7,2,2,0
261,99,9.0,3,3,5,0
4406,98,7.57,6,5,0,0
7633,110,6.15,8,2,1,0
9533,91,5.32,2,5,0,0
1689,96,6.39,9,7,2,0
9866,104,8.28,4,5,0,0
1725,116,7.75,2,6,2,0
8994,99,5.48,2,6,5,0
4930,116,9.65,8,1,5,1
5962,100,9.68,3,6,1,0
2496,95,6.71,10,1,2,0
9014,96,8.58,2,7,4,0
6904,94,9.3,5,4,0,0
6106,135,6.32,3,6,5,0
8200,42,9.2,2,5,4,0
340,87,5.73,6,5,5,0
2408,112,5.71,6,4,0,0
1601,120,6.21,8,8,5,1
9864,101,9.67,8,9,4,1
8359,91,8.28,9,1,4,0
5782,106,5.67,6,1,1,0
4576,82,7.16,2,6,4,0
7971,109,5.26,8,1,5,0
3725,108,6.1,5,6,3,0
2556,60,5.12,4,1,1,0
2785,94,7.56,9,4,5,0
1523,85,5.52,1,2,4,0
7717,117,5.94,4,2,5,0
2507,118,8.95,5,3,5,1
2831,86,9.45,10,10,0,0
1012,131,10.19,10,9,3,1
5280,90,7.14,10,4,1,0
4895,99,5.79,10,2,3,0
1766,132,9.38,4,1,0,0
4551,112,7.24,5,1,4,0
7121,87,8.02,8,9,4,1
6549,108,6.97,9,8,4,0
4037,96,5.3,7,8,2,0
8270,77,5.17,1,4,5,0
148,107,8.93,4,2,4,0
285,70,6.31,1,10,5,0
7800,87,7.29,3,5,4,0
9651,110,5.78,4,5,5,0
363,106,6.57,9,9,0,0
5367,95,9.64,10,8,2,1
9945,73,4.62,9,6,4,0
8410,97,5.52,3,1,3,0
9453,103,4.69,10,8,4,0
4725,52,9.36,8,6,4,0
7271,103,5.74,8,10,1,0
6770,99,8.63,7,9,3,1
4443,110,8.63,8,3,4,0
7446,111,7.89,7,2,0,0
236,69,9.06,3,10,3,1
7709,86,9.57,7,5,3,0
9585,76,8.7,10,1,1,0
2562,86,6.23,5,10,5,0
7123,99,7.35,4,7,2,0
8536,109,6.14,10,8,5,0
9602,102,9.77,3,7,2,0
5519,77,8.89,9,7,3,0
9613,71,6.91,8,8,3,0
3083,83,9.19,10,1,2,0
2959,83,9.35,9,4,2,0
2102,86,9.1,8,10,5,1
632,97,7.17,1,7,5,0
6813,68,5.33,5,5,1,0
2493,121,7.83,2,10,1,0
2665,79,8.94,10,2,5,0
8494,85,9.09,3,1,1,0
8425,99,6.91,3,5,5,0
9266,96,9.32,6,7,2,0
4211,91,6.4,4,2,4,0
3874,88,9.2,7,7,4,0
2817,105,9.51,5,5,2,0
8268,88,6.3,3,10,3,0
9815,103,5.62,7,6,3,0
7426,95,8.58,4,8,2,1
8602,138,7.54,4,10,5,1
8475,91,7.55,6,6,1,0
1735,75,9.27,3,9,5,1
7397,102,6.67,4,8,4,0
4255,115,8.44,8,2,0,0
8288,90,8.18,5,5,2,0
2475,110,7.45,8,4,1,0
9984,82,7.56,1,10,1,0
3713,68,8.26,3,6,1,0
8978,109,9.16,9,7,3,0
1804,72,5.77,2,6,0,0
707,126,7.88,8,3,4,0
9191,72,5.99,9,7,4,0
5189,125,8.69,4,2,5,1
5472,94,6.23,1,2,5,0
72,99,8.5,2,10,3,1
7843,94,8.24,9,9,4,1
5101,107,8.64,9,1,2,0
6764,68,6.35,4,10,3,0
1125,82,9.03,8,6,1,0
1241,96,6.4,7,9,2,0
8253,84,8.69,6,6,3,0
2349,94,8.56,4,4,4,0
6602,113,7.46,7,6,2,0
6780,118,5.5,7,10,0,0
4358,108,9.58,8,3,3,0
1343,117,9.88,7,4,5,1
9988,85,6.27,1,10,1,0
8679,75,9.82,4,1,3,0
9575,87,9.01,5,3,4,0
6652,88,7.53,10,3,0,0
1100,114,9.17,8,7,4,1
7327,106,9.84,7,1,2,0
7622,87,8.73,10,5,4,0
987,113,10.19,8,4,5,1
2852,83,5.06,10,10,1,0
630,74,6.5,10,10,1,0
1249,76,8.73,10,10,1,0
3179,107,8.39,9,2,3,0
482,75,6.59,1,4,1,0
3040,109,7.87,10,5,5,0
5010,123,8.0,10,3,2,0
8727,113,6.06,4,8,0,0
7000,111,6.27,9,6,5,0
3273,110,6.31,9,7,3,0
7227,99,8.99,7,1,4,0
3683,118,8.84,10,10,0,1
6674,114,8.58,5,2,3,1
6807,110,5.69,6,7,4,0
9738,113,8.35,2,1,1,0
1316,84,9.49,7,4,3,0
3225,85,8.18,9,7,3,0
1072,101,6.37,1,8,4,0
4815,96,5.87,7,7,0,0
8459,123,8.51,5,4,4,1
5752,120,8.19,1,10,0,1
9145,74,4.85,1,8,2,0
4616,117,6.16,3,2,2,0
3097,108,5.75,9,10,1,0
6869,80,8.57,7,1,1,0
1300,89,8.99,5,2,0,0
7285,84,8.34,5,1,0,0
6284,91,9.44,1,9,4,1
5495,80,8.7,6,3,2,0
5291,106,9.52,4,10,1,0
1798,116,6.64,10,8,4,1
5203,111,9.81,6,10,2,1
8227,132,6.6,6,7,4,0
5047,99,6.4,6,3,0,0
6441,98,7.69,7,3,5,0
8105,70,5.4,7,3,4,0
2359,106,8.68,2,1,4,0
9380,99,9.79,8,5,5,0
3654,102,9.61,7,9,4,1
7052,115,7.37,8,2,0,0
1286,72,9.83,10,1,1,0
9126,108,9.2,2,4,2,0
4445,88,9.68,7,2,4,0
2137,123,8.07,5,5,4,1
6787,83,6.31,4,1,5,0
9752,83,5.28,5,10,3,0
8510,100,7.33,9,4,3,0
9539,95,6.11,8,8,1,0
6894,89,6.02,3,10,4,0
8569,74,4.89,8,3,1,0
7151,111,8.77,3,2,3,1
963,110,5.25,1,6,2,0
6012,102,5.92,10,8,2,0
4882,87,7.28,6,10,4,0
140,103,7.22,7,2,0,0
9032,107,4.94,2,8,4,0
6936,121,10.35,7,10,2,1
6542,73,5.11,5,6,3,0
5243,109,4.97,3,2,0,0
4431,66,5.14,8,10,0,0
406,83,9.75,7,7,4,0
8212,88,6.56,8,8,4,0
8376,79,9.05,7,1,4,0
8627,114,6.01,8,9,5,1
8234,115,7.82,10,3,4,0
4399,114,9.78,4,4,4,1
5252,92,4.97,6,10,2,0
11,93,6.51,8,7,4,0
4760,80,10.22,1,9,4,1
1177,98,5.46,8,10,0,0
2863,110,8.39,1,9,4,1
6471,95,9.56,1,7,2,0
6228,112,8.01,7,3,2,1
2989,136,9.94,8,7,1,0
7117,94,7.71,4,8,2,0
7010,104,5.43,8,10,2,0
8557,132,9.41,5,10,5,1
1440,109,8.58,4,1,1,0
9747,82,5.37,4,6,3,0
2875,86,8.81,2,10,3,1
9098,101,10.1,7,8,3,1
8788,110,5.35,9,3,3,0
7232,103,6.17,4,4,4,0
3726,107,7.24,7,1,1,0
2772,97,9.28,6,5,1,0
454,92,5.01,9,4,4,0
8189,114,7.04,1,7,3,0
1367,86,8.99,9,6,0,0
3712,104,5.09,3,2,0,0
9852,110,7.17,4,9,0,0
1388,100,7.5,8,6,0,0
1000,120,8.99,3,10,2,1
7761,110,4.6,1,4,1,0
3553,137,6.69,3,5,4,0
4114,124,5.59,1,7,1,0
1667,92,9.98,10,2,5,0
3173,111,9.7,9,5,1,0
9397,92,6.39,4,6,0,0
488,125,5.91,2,3,2,0
3230,93,4.75,1,6,3,0
3828,117,6.57,1,7,4,0
8651,108,6.29,5,9,1,0
5208,84,6.69,2,6,5,0
7848,90,6.6,10,4,2,0
5704,94,7.9,3,5,5,0
9639,96,5.66,3,2,0,0
8133,127,8.98,2,7,2,1
703,78,6.73,3,10,5,0
5105,103,6.26,1,10,0,0
8893,83,5.43,5,5,1,0
3291,62,5.54,5,7,4,0
8125,113,6.16,3,1,3,0
9631,98,8.95,8,10,2,1
9021,124,6.82,10,4,5,0
4909,87,5.1,10,2,3,0
4440,79,8.9,6,1,2,0
986,122,7.96,9,9,5,1
9236,108,8.33,7,4,0,0
9883,106,7.48,3,2,5,0
7705,95,7.22,3,7,0,0
6257,79,7.04,3,7,2,0
6089,99,6.37,4,5,0,0
5238,102,6.58,4,6,4,0
1198,103,8.62,2,1,5,0
9070,113,5.75,9,4,4,0
7519,110,5.97,4,3,0,0
6812,87,6.45,7,4,0,0
8320,69,8.26,3,5,2,0
7175,105,9.07,1,1,3,0
4470,104,8.98,2,4,3,0
891,107,7.44,10,10,3,0
1969,117,7.01,9,3,2,0
5757,95,7.22,3,1,2,0
6527,99,9.55,5,1,0,0
6294,82,8.45,7,3,4,0
7595,90,9.57,5,8,4,1
3249,72,7.92,5,4,4,0
6570,98,9.55,10,8,4,1
6638,94,6.3,1,3,5,0
7351,101,6.0,9,10,3,0
9172,109,6.98,1,1,1,0
7473,119,6.32,7,1,4,0
9601,119,5.6,1,1,4,0
8673,117,7.71,3,3,5,0
1239,124,5.2,10,7,4,0
2289,121,9.65,4,9,0,1
2740,106,6.52,8,7,1,0
4585,117,6.41,2,6,5,0
1229,133,5.77,7,1,4,0
6980,80,7.91,7,10,5,0
5178,98,6.88,5,3,2,0
4293,96,8.9,10,5,3,0
1058,108,9.85,4,8,5,1
6262,97,6.71,2,2,5,0
281,109,5.78,10,10,0,0
968,99,9.24,2,3,4,0
3953,108,8.79,8,4,4,0
1939,101,8.18,4,6,0,0
8464,114,6.91,2,2,2,0
1274,118,5.32,6,1,5,0
619,103,6.99,2,1,5,0
8505,95,5.72,2,9,5,0
1742,101,8.03,1,1,5,0
1390,106,7.22,8,3,0,0
2203,80,7.41,6,4,5,0
3568,103,5.05,9,5,1,0
6116,112,9.3,1,8,5,1
9970,86,6.72,8,1,0,0
6052,94,9.25,9,8,3,1
3178,114,8.71,5,9,5,1
3192,134,5.37,3,6,2,0
6099,89,6.52,2,6,0,0
7029,104,8.24,3,7,2,0
575,66,8.98,9,1,5,0
6656,80,6.23,1,3,2,0
7115,93,5.1,3,10,3,0
8802,107,5.22,6,10,1,0
6276,113,7.16,1,1,3,0
8984,96,8.25,6,5,4,0
5897,116,9.89,5,8,2,1
5724,93,6.5,2,7,2,0
269,101,5.58,2,8,0,0
629,116,8.14,8,5,1,0
3081,102,4.87,10,10,4,0
3466,93,5.65,6,4,2,0
6430,90,5.23,1,1,5,0
9311,85,6.04,4,5,5,0
7062,89,7.98,1,5,3,0
9727,79,6.65,8,1,3,0
5543,97,5.53,7,5,1,0
4356,103,8.48,7,3,2,0
2113,84,9.88,5,7,4,0
8219,80,6.35,6,8,0,0
3216,75,8.71,2,8,4,1
3814,81,4.8,1,6,4,0
8321,80,7.86,3,6,1,0
8589,96,6.04,6,9,5,0
2278,109,4.79,2,1,2,0
4599,119,8.04,7,3,1,0
13,71,8.4,6,5,2,0
9225,102,9.74,2,10,4,1
1525,116,8.66,2,3,5,1
2365,123,10.03,9,10,2,1
4648,75,7.91,2,3,2,0
374,132,9.97,3,9,3,1
8521,103,9.32,10,7,2,0
6477,86,6.43,1,6,5,0
525,72,7.57,4,1,2,0
6895,91,6.39,6,9,0,0
3591,109,8.5,4,5,1,0
7904,116,5.3,10,10,2,1
2958,117,8.33,4,8,4,1
529,86,7.77,5,2,5,0
3714,115,7.67,9,7,1,0
4732,84,8.93,7,1,4,0
1394,94,7.72,8,4,1,0
5631,112,8.57,7,4,2,1
6563,122,5.87,5,10,4,1
4703,108,6.71,7,10,2,0
1712,67,9.41,5,8,0,0
9755,115,5.95,3,3,4,0
955,116,7.58,5,6,1,0
6675,111,8.48,9,10,4,1
3453,91,8.26,2,6,1,0
2071,118,6.94,5,4,5,0
9740,87,5.45,3,9,0,0
158,82,8.94,10,4,3,0
7005,111,8.32,6,2,5,1
352,112,8.14,10,7,1,0
6078,79,5.15,4,8,2,0
6236,90,5.09,5,7,4,0
2920,89,5.15,10,3,0,0
4644,109,8.52,7,5,5,0
661,91,9.72,2,3,5,0
7057,99,8.81,1,7,3,0
3665,81,9.19,3,4,2,0
7979,74,6.42,5,6,1,0
306,119,10.13,2,9,2,1
4790,96,5.18,7,8,0,0
2356,94,5.29,7,9,5,0
1927,95,9.41,3,10,1,0
9939,71,9.86,1,1,1,0
3427,120,10.08,10,6,3,1
3638,98,6.25,9,8,4,0
1266,98,7.62,7,8,4,0
1560,99,4.8,8,1,1,0
7179,89,4.91,8,6,2,0
4109,103,9.91,1,2,4,0
7867,112,7.84,3,1,0,0
4904,109,7.63,1,5,3,0
7294,101,7.96,6,8,0,0
514,91,5.22,2,7,1,0
894,120,7.9,4,1,4,0
21,96,7.11,3,3,3,0
899,87,7.17,6,7,4,0
207,107,7.33,7,5,5,0
458,91,5.45,7,7,3,0
2430,108,8.47,3,9,5,1
8442,96,9.28,8,7,5,0
3389,102,9.83,2,6,4,0
3911,103,7.48,3,3,5,0
5383,125,9.02,3,7,4,1
552,117,7.05,5,9,2,1
3144,106,7.88,9,10,1,0
6917,138,9.05,4,9,2,1
2056,92,10.01,2,8,5,1
1925,86,8.07,4,1,4,0
634,84,7.5,6,3,3,0
6082,118,5.31,5,6,5,0
9270,122,8.85,3,1,4,1
9678,104,5.29,10,2,2,0
105,106,6.74,1,7,1,0
3041,102,7.59,9,10,2,0
1709,85,8.1,6,8,5,1
89,107,9.85,8,1,5,0
7014,95,8.14,4,9,1,0
3174,84,7.06,9,9,4,0
917,102,4.7,7,5,1,0
7833,95,7.71,3,3,2,0
6732,102,8.19,9,7,3,0
1949,99,6.44,5,10,3,0
6368,87,8.58,5,3,5,0
1,97,5.37,8,8,0,0
8032,121,9.76,9,1,2,1
6047,122,8.19,4,6,4,1
2720,129,7.53,3,9,1,0
9812,105,7.91,2,2,3,0
3117,88,7.5,9,2,3,0
9465,81,6.74,10,4,2,0
3762,87,6.36,4,1,4,0
213,109,9.21,7,9,5,1
778,98,6.96,3,6,0,0
3496,112,6.94,7,9,0,0
8817,101,9.32,10,5,0,0
2043,102,4.88,9,9,4,0
5420,100,7.2,6,2,5,0
6154,110,6.95,5,8,1,0
8357,86,9.49,2,5,1,0
8707,106,8.21,10,1,3,0
8465,94,8.74,5,9,5,1
4167,96,5.55,9,10,5,0
3788,102,7.96,1,5,0,0
583,134,6.81,9,4,2,0
9911,114,7.68,8,6,5,0
9986,94,8.19,8,6,1,0
116,99,7.5,9,7,1,0
6644,85,6.16,10,10,4,0
9033,82,9.5,7,6,0,0
9951,103,6.74,10,1,3,0
8959,95,9.12,7,3,4,0
1763,75,9.44,1,2,0,0
1875,120,6.6,8,9,2,1
3224,104,9.3,9,6,1,0
526,75,7.69,1,6,2,0
7725,78,9.5,6,6,1,0
2946,101,9.16,10,9,1,0
4473,108,9.41,6,2,0,0
5655,87,5.76,3,4,0,0
6059,108,5.33,4,10,3,0
959,106,5.67,7,3,0,0
6342,97,9.25,3,3,0,0
3633,111,8.52,7,7,0,0
1050,90,6.37,4,4,3,0
3380,132,7.58,4,1,0,0
3676,101,6.49,1,2,1,0
5776,106,9.04,3,6,0,0
9045,77,5.5,3,3,4,0
6573,92,4.74,7,5,0,0
5179,100,6.42,1,6,5,0
1607,124,6.27,1,7,1,0
3610,100,6.13,1,2,3,0
9758,98,8.36,8,1,3,0
6635,94,6.29,6,5,3,0
9997,89,6.25,3,9,5,0
791,103,6.67,6,4,2,0
3056,91,9.68,5,9,1,0
1980,85,9.23,5,4,4,0
3598,105,9.55,8,5,1,0
933,67,5.78,10,7,1,0
7424,73,8.41,9,2,1,0
5626,104,9.22,7,2,1,0
1682,86,5.32,2,5,1,0
4179,94,8.72,10,8,4,1
6446,88,6.59,1,8,2,0
4116,96,7.53,1,9,2,0
988,96,6.54,10,7,5,0
2896,68,6.17,6,1,2,0
3778,68,9.27,8,4,2,0
5658,120,8.44,9,10,0,1
3093,106,6.56,3,8,5,0
3155,75,7.38,2,10,0,0
1823,90,8.24,7,2,1,0
9622,102,5.8,7,8,0,0
1098,113,5.79,3,9,1,0
2844,103,9.58,8,2,5,0
3342,84,5.13,6,10,2,0
38,80,5.96,10,7,1,0
6540,104,6.61,2,7,2,0
9473,92,6.8,1,3,4,0
3356,101,8.71,8,5,2,0
7813,94,5.01,9,2,3,0
8220,75,9.52,2,2,3,0
9227,90,8.74,4,8,4,1
2428,116,6.52,3,10,2,1
5043,87,8.8,6,6,2,0
5346,95,6.42,7,3,0,0
4811,71,6.04,8,1,2,0
8476,102,8.26,4,9,5,1
686,96,4.7,2,3,2,0
4799,111,5.26,7,6,5,0
7437,99,5.4,7,10,3,0
2353,79,8.86,8,3,3,0
6353,111,9.3,6,6,2,1
4569,100,6.92,4,2,0,0
8213,85,8.61,7,2,4,0
2752,93,7.01,10,9,5,0
8073,88,8.31,10,1,0,0
1040,125,9.48,10,9,3,1
7491,88,6.46,2,2,0,0
1265,78,10.18,6,10,1,0
9265,110,8.39,6,7,2,0
7059,110,4.79,6,3,0,0
277,90,6.91,3,10,0,0
5084,114,8.18,3,7,1,0
2382,105,9.39,9,3,4,0
571,125,10.1,9,4,4,1
1435,104,6.63,3,7,4,0
5352,102,7.32,10,1,1,0
5445,96,8.05,4,1,1,0
1007,109,7.72,8,8,3,0
4543,91,5.24,1,8,2,0
8816,95,9.56,10,6,0,0
2064,103,5.8,9,1,3,0
1136,117,8.82,1,4,5,1
5343,91,10.12,7,1,1,0
294,105,9.21,7,1,5,0
2403,95,5.82,2,4,0,0
3998,124,8.53,8,3,3,1
3741,107,9.64,5,8,5,1
9222,114,9.43,1,7,3,1
2719,101,6.24,6,2,3,0
9199,93,5.56,9,4,0,0
5150,134,9.42,7,4,1,0
2808,113,8.27,4,7,4,1
556,92,6.91,7,1,1,0
8925,109,8.23,9,9,3,1
4795,81,5.56,6,3,4,0
2469,96,6.82,2,7,0,0
3738,94,6.32,6,10,1,0
4286,93,9.62,5,1,1,0
2604,90,6.67,9,4,3,0
362,98,6.24,10,10,1,0
6924,69,5.66,3,1,4,0
1704,106,8.34,5,2,4,0
2139,77,8.9,4,7,3,0
3239,114,6.0,6,7,4,0
2383,99,8.98,2,9,0,0
7314,83,9.61,4,9,5,1
4311,73,8.66,9,6,2,0
1312,120,5.14,6,8,1,0
3930,110,8.63,5,1,2,0
6183,129,5.13,10,7,5,0
1591,56,5.02,2,4,4,0
9387,126,5.76,4,4,5,0
2162,107,6.78,9,7,4,0
2396,86,5.56,10,4,0,0
317,95,9.84,9,4,1,0
5233,96,7.15,6,4,3,0
5068,99,8.23,5,2,4,0
4036,107,8.22,2,9,5,1
3020,118,5.71,9,4,0,0
8228,96,9.36,1,2,2,0
5295,97,6.32,7,7,3,0
3972,105,8.24,6,10,3,1
5370,81,8.67,10,10,0,0
4133,119,8.83,1,5,1,0
974,93,7.75,10,10,5,0
7291,90,7.64,7,5,1,0
954,98,9.1,5,4,4,0
9306,112,8.36,8,6,4,1
5016,68,7.85,1,2,1,0
9730,80,9.41,8,5,1,0
7490,96,5.97,1,6,3,0
1640,100,6.27,8,8,1,0
1290,105,8.39,8,2,2,0
1380,110,9.5,10,2,0,0
1933,98,6.26,4,4,2,0
4675,85,6.7,9,9,0,0
892,116,5.81,2,3,5,0
7287,115,10.17,1,10,3,1
4876,79,6.81,9,9,1,0
7906,101,9.74,7,4,0,0
8194,101,6.71,1,4,4,0
9379,102,6.22,8,8,3,0
2466,88,8.46,5,10,1,0
7657,67,6.84,4,4,3,0
1913,107,4.77,3,10,2,0
